timestamp;x;y;l_x;l_y;r_x;r_y;pupil_l;pupil_r;event_type;fixation_x;fixation_y;event_duration;fixation_id;saccade_id;start_time;end_time
1312.0;1637.4174499511719;389.03484821319574;0.6421493291854858;0.2766313254833221;0.6396161913871765;0.2701630890369415;2.9994659423828125;2.8880157470703125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1316.0;1638.5018920898438;388.11255455017084;0.6398125290870667;0.2764576077461242;0.6400398015975952;0.2695226073265075;2.996322631835937;2.87640380859375;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1320.0;1634.4203186035156;386.05961322784424;0.6417666673660278;0.2675977349281311;0.6384454369544983;0.2680969536304474;2.998077392578125;2.874542236328125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1324.0;1636.2701416015625;382.9338312149048;0.6439937353134155;0.2778850793838501;0.6391680240631104;0.2659262716770172;2.974151611328125;2.889251708984375;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1328.0;1632.6091003417969;385.99541187286377;0.6427451968193054;0.2852442860603332;0.6377379298210144;0.2680523693561554;2.996810913085937;2.893157958984375;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1332.0;1625.7627868652344;389.0711545944214;0.6425057053565979;0.2748640775680542;0.6350635886192322;0.2701883018016815;2.99176025390625;2.883895874023437;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1336.0;1636.7753601074219;380.58516025543213;0.6404404640197754;0.2817293107509613;0.6393653750419617;0.2642952501773834;3.0114288330078125;2.878814697265625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1340.0;1641.0382080078125;375.8458471298218;0.6455734372138977;0.2811929285526275;0.6410305500030518;0.2610040605068207;3.0008544921875;2.869735717773437;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1344.0;1635.2743530273438;375.1564979553222;0.642396867275238;0.2804645299911499;0.6387790441513062;0.2605253458023071;2.9935455322265625;2.866455078125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1348.0;1635.3750610351562;377.81694889068604;0.6446277499198914;0.2775327563285827;0.6388183832168579;0.2623728811740875;2.988128662109375;2.8762359619140625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1352.0;1631.6326904296875;374.88325595855713;0.6413201093673706;0.2808096408843994;0.6373565196990967;0.2603355944156647;3.00994873046875;2.8590850830078125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1356.0;1642.5460815429688;387.9538106918335;0.6451026797294617;0.2753729820251465;0.6416195631027222;0.2694123685359955;3.0007476806640625;2.880767822265625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1360.0;1632.0223999023438;382.1063375473022;0.6450349688529968;0.2784410715103149;0.637508749961853;0.2653516232967376;2.982406616210937;2.866790771484375;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1364.0;1630.8819580078125;382.95468807220453;0.6463543176651001;0.2785720229148865;0.6370632648468018;0.2659407556056976;2.9789581298828125;2.8898468017578125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1368.0;1636.7745971679688;389.69046592712397;0.6456713676452637;0.2781289219856262;0.6393650770187378;0.2706183791160583;2.9932098388671875;2.86712646484375;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1372.0;1640.7952880859375;385.26241779327387;0.6444944739341736;0.2767496407032013;0.6409356594085693;0.2675433456897735;2.98565673828125;2.877227783203125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1376.0;1633.4602355957031;394.0773153305053;0.6435075998306274;0.2798583209514618;0.6380704045295715;0.2736648023128509;3.006744384765625;2.8774871826171875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1380.0;1643.052978515625;385.28632164001465;0.6422229409217834;0.2773107588291168;0.641817569732666;0.2675599455833435;3.001449584960937;2.866973876953125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1384.0;1638.35205078125;390.00842571258545;0.6452223658561707;0.2751823365688324;0.6399812698364258;0.2708391845226288;2.978118896484375;2.868682861328125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1388.0;1640.7293701171875;389.6155357360839;0.6461454629898071;0.2765353918075561;0.6409099102020264;0.2705663442611694;2.9799346923828125;2.886260986328125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1392.0;1643.5990905761719;389.83195781707764;0.6449190974235535;0.2813121974468231;0.6420308947563171;0.2707166373729706;3.003814697265625;2.870468139648437;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1396.0;1636.0174560546875;388.59758377075195;0.6464855670928955;0.2736023962497711;0.6390693187713623;0.2698594331741333;2.984970092773437;2.87579345703125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1400.0;1646.3771057128906;380.1227045059204;0.6483375430107117;0.273331344127655;0.6431160569190979;0.2639741003513336;2.965423583984375;2.8659210205078125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1404.0;1639.1143798828125;391.62556171417236;0.6426191926002502;0.2741949260234833;0.6402790546417236;0.2719621956348419;2.9852447509765625;2.87127685546875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1408.0;1647.2708129882812;389.6305131912231;0.6444575786590576;0.2762351930141449;0.6434651613235474;0.2705767452716827;2.9832763671875;2.8621978759765625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1412.0;1648.6141967773438;395.4336547851562;0.6451088786125183;0.2740306258201599;0.6439899206161499;0.274606704711914;2.9785308837890625;2.876495361328125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1416.0;1645.5220031738281;389.5097064971924;0.6425873041152954;0.2729851901531219;0.6427820324897766;0.2704928517341614;2.9862518310546875;2.865463256835937;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1420.0;1650.8403015136719;385.8748626708984;0.6447351574897766;0.273391842842102;0.6448594927787781;0.2679686546325683;2.981658935546875;2.873779296875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1424.0;1650.38330078125;385.8740472793579;0.6439290046691895;0.2758672833442688;0.6446809768676758;0.267968088388443;2.9781951904296875;2.8648681640625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1428.0;1645.045166015625;390.95509529113764;0.643879234790802;0.27285897731781;0.6425957679748535;0.2714965939521789;2.9705963134765625;2.87994384765625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1432.0;1649.6803283691406;388.7661981582641;0.6395536661148071;0.2772060036659241;0.6444063782691956;0.2699765264987945;2.96044921875;2.854583740234375;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1436.0;1655.2737426757812;385.3006982803345;0.6431474685668945;0.2734966576099396;0.646591305732727;0.2675699293613434;2.9811248779296875;2.8673248291015625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1440.0;1647.8877258300781;387.45406150817865;0.6426888704299927;0.2779031991958618;0.6437061429023743;0.2690653204917907;2.973846435546875;2.873809814453125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1444.0;1642.674560546875;385.6965494155884;0.6442678570747375;0.2773277163505554;0.641669750213623;0.2678448259830475;2.9611968994140625;2.857696533203125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1448.0;1647.6173400878906;384.29888248443604;0.6394833326339722;0.27901691198349;0.6436005234718323;0.266874223947525;2.9859771728515625;2.8650360107421875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1452.0;1643.240966796875;384.4208478927612;0.6419562697410583;0.2829896509647369;0.6418910026550293;0.2669589221477508;2.9789581298828125;2.8676300048828125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1456.0;1642.7226257324219;392.91066169738764;0.6407477855682373;0.27888023853302;0.6416885256767273;0.2728546261787414;2.9708709716796875;2.8562164306640625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1460.0;1644.9909973144531;396.1058807373047;0.6423117518424988;0.2719604969024658;0.6425746083259583;0.2750735282897949;2.967315673828125;2.8551788330078125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1464.0;1637.0027160644531;396.1055374145508;0.6405956745147705;0.270986407995224;0.639454185962677;0.2750732898712158;2.954620361328125;2.8732452392578125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1468.0;1638.0845642089844;386.41508102416987;0.6390185952186584;0.2702630162239074;0.6398767828941345;0.2683438062667846;2.9396209716796875;2.851181030273437;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1472.0;1632.0948791503906;392.367353439331;0.6433618068695068;0.2733801603317261;0.6375370621681213;0.2724773287773132;2.9666748046875;2.8541717529296875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1476.0;1630.8001708984375;396.05541229248047;0.6389946341514587;0.2663604021072387;0.6370313167572021;0.275038480758667;2.9464569091796875;2.859359741210937;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1480.0;1635.6539916992188;386.5205240249633;0.6418948769569397;0.2681647539138794;0.6389273405075073;0.2684170305728912;2.95599365234375;2.8497467041015625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1484.0;1633.6599731445312;396.452465057373;0.6408256888389587;0.2681028246879577;0.6381484270095825;0.2753142118453979;2.934600830078125;2.859893798828125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1488.0;1630.0692749023438;397.81240940093994;0.6425120830535889;0.276799589395523;0.636745810508728;0.2762586176395416;2.966766357421875;2.845489501953125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1492.0;1634.3653869628906;391.9512891769409;0.64090496301651;0.2703791856765747;0.6384239792823792;0.2721883952617645;2.961700439453125;2.8558807373046875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1496.0;1630.133056640625;391.80061340332026;0.6409392952919006;0.2764902412891388;0.6367707252502441;0.2720837593078613;2.958480834960937;2.8509674072265625;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1500.0;1628.0364990234375;389.26581859588623;0.6421582698822021;0.270337164402008;0.6359517574310303;0.2703234851360321;2.950302124023437;2.8524627685546875;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1504.0;1630.1344299316406;389.532880783081;0.6440280079841614;0.2782825529575348;0.6367712616920471;0.2705089449882507;2.961288452148437;2.855941772460937;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1508.0;1630.035400390625;392.82740592956543;0.6435905694961548;0.2780868709087372;0.6367325782775879;0.2727968096733093;2.9741363525390625;2.84991455078125;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
1512.0;1637.2636413574219;390.0523281097412;0.6401580572128296;0.2760945856571197;0.6395561099052429;0.2708696722984314;2.9580078125;2.83734130859375;Fixation;1646.0453680006124;398.4245535074654;468.0;6.0;;1124.0;1592.0
