fixation_id;start_time;end_time;norm_pos_x;norm_pos_y;timestamp;event_type;duration;saccade_id;x;y
;1755694276.29;1755694277.156;;;1755694276.29;Saccade;0.8659999370574951;121.0;0.0;1440.0
141.0;1755694277.19;1755694277.323;1371.6251953125;527.1518880208334;1755694277.19;Fixation;0.13299989700317383;;;
;1755694277.356;1755694278.69;;;1755694277.356;Saccade;1.3340001106262207;122.0;1371.4514973958333;513.5247395833333
142.0;1755694278.723;1755694279.19;1250.039214681152;422.6365024946883;1755694278.723;Fixation;0.46700000762939453;;;
;1755694279.223;1755694279.756;;;1755694279.223;Saccade;0.5329999923706055;123.0;1262.7209472656248;411.45727539062506
143.0;1755694279.79;1755694280.356;1261.5392569082755;263.2464916087963;1755694279.79;Fixation;0.5659999847412109;;;
;1755694280.39;1755694280.99;;;1755694280.39;Saccade;0.5999999046325684;124.0;1277.4966634114583;253.5572102864583
144.0;1755694281.023;1755694281.156;1258.0721516927083;432.659619140625;1755694281.023;Fixation;0.13299989700317383;;;
;1755694281.19;1755694282.59;;;1755694281.19;Saccade;1.3999998569488525;125.0;1262.0142415364583;444.2744140625
145.0;1755694282.623;1755694282.89;1091.3549982418426;217.07298361772513;1755694282.623;Fixation;0.2670001983642578;;;
;1755694282.923;1755694283.256;;;1755694282.923;Saccade;0.33299994468688965;126.0;1107.8297526041665;233.41178385416663
146.0;1755694283.29;1755694283.39;1169.4190266927083;280.89556884765625;1755694283.29;Fixation;0.10000014305114746;;;
;1755694283.423;1755694284.09;;;1755694283.423;Saccade;0.6669998168945312;127.0;1154.9913736979167;287.35904947916663
147.0;1755694284.123;1755694288.023;935.930308167429;323.7782825867651;1755694284.123;Fixation;3.9000000953674316;;;
;1755694288.057;1755694288.19;;;1755694288.057;Saccade;0.13300013542175293;128.0;984.488037109375;242.73071289062497
148.0;1755694288.223;1755694291.057;986.4735216890749;264.65936689666233;1755694288.223;Fixation;2.8339998722076416;;;
;1755694291.09;1755694291.09;;;1755694291.09;Saccade;0.0;129.0;0.0;1440.0
149.0;1755694291.123;1755694291.823;1176.8454810104222;433.77095697536294;1755694291.123;Fixation;0.7000000476837158;;;
;1755694291.857;1755694291.923;;;1755694291.857;Saccade;0.06599998474121094;130.0;1200.5188802083333;380.0330403645832
150.0;1755694291.957;1755694292.123;1230.0643446180554;317.983167860243;1755694291.957;Fixation;0.1659998893737793;;;
;1755694292.157;1755694292.557;;;1755694292.157;Saccade;0.39999985694885254;131.0;1242.0801595052083;330.06665039062494
151.0;1755694292.59;1755694293.523;1052.5281402307264;302.25776818945315;1755694292.59;Fixation;0.9330000877380371;;;
;1755694293.557;1755694293.757;;;1755694293.557;Saccade;0.20000004768371582;132.0;1009.7901204427081;344.90820312499994
152.0;1755694293.79;1755694295.623;1008.9885591662376;365.03545066219647;1755694293.79;Fixation;1.8329999446868896;;;
;1755694295.657;1755694296.023;;;1755694295.657;Saccade;0.3659999370574951;133.0;1071.052490234375;374.77351888020837
153.0;1755694296.057;1755694299.823;1082.9264269843416;323.12702568222926;1755694296.057;Fixation;3.7660000324249268;;;
;1755694299.857;1755694300.09;;;1755694299.857;Saccade;0.2329998016357422;134.0;1160.6188151041667;302.6934407552083
154.0;1755694300.123;1755694300.223;1232.2912190755208;253.18457031249991;1755694300.123;Fixation;0.10000014305114746;;;
