saccade_id;fixation_id;timestamp;x;y;video_frame_count;event_type;norm_pos_x;norm_pos_y;duration;start_time;end_time
;72.0;1755694164.921;1346.8453776041667;123.66951497395834;2331;Fixation;1349.8338397862944;122.96782211461634;0.3340001106262207;1755694165.455;1755694165.455
98.0;;1755694165.288;1380.3714192708333;112.54361979166661;2342;Saccade;;;0.0;1755694165.588;1755694165.588
;73.0;1755694165.455;0.0;1440.0;2353;Fixation;0.0;1440.0;0.10000014305114746;1755694167.255;1755694167.255
99.0;;1755694165.588;872.0623372395833;969.9933675130209;2353;Saccade;;;0.0;1755694167.922;1755694167.922
;74.0;1755694167.255;1209.7955729166667;503.8464355468749;2398;Fixation;1219.2695455792887;482.03741341151317;1.6999998092651367;1755694168.988;1755694168.988
100.0;;1755694167.922;1192.1778971354165;507.19417317708337;2417;Saccade;;;0.0;1755694169.155;1755694169.155
;75.0;1755694168.988;0.0;1440.0;2444;Fixation;0.0;1440.0;0.13400006294250488;1755694169.422;1755694169.422
101.0;;1755694169.155;1130.7941080729165;478.7637532552083;2451;Saccade;;;0.0;1755694169.555;1755694169.555
;76.0;1755694169.422;1209.7906901041667;443.73331705729174;2457;Fixation;1266.5312024834416;429.1379708756226;0.7999999523162842;1755694171.222;1755694171.222
102.0;;1755694169.555;1233.2425130208333;432.0078938802082;2461;Saccade;;;0.0;1755694170.255;1755694170.255
103.0;;1755694170.255;1308.36376953125;427.4258626302083;2481;Saccade;;;0.0;1755694171.355;1755694171.355
;77.0;1755694171.222;1053.5287272135415;408.437744140625;2508;Fixation;1071.3268636067708;428.3132731119791;0.3660001754760742;1755694171.622;1755694171.622
104.0;;1755694171.355;1066.26318359375;426.5443522135417;2511;Saccade;;;0.0;1755694171.822;1755694171.822
;78.0;1755694171.622;1246.433837890625;359.82560221354163;2519;Fixation;1241.0216471354167;362.1937662760416;0.1660001277923584;1755694171.988;1755694171.988
105.0;;1755694171.822;1239.2755533854167;373.7574869791666;2526;Saccade;;;0.0;1755694172.155;1755694172.155
;79.0;1755694171.988;1111.779052734375;491.8956705729166;2531;Fixation;1102.9338053385416;495.6525716145834;0.13400006294250488;1755694173.355;1755694173.355
106.0;;1755694172.155;1093.3448893229165;502.16398111979163;2534;Saccade;;;0.0;1755694173.555;1755694173.555
;80.0;1755694173.355;0.0;1440.0;2572;Fixation;0.0;1440.0;1.1670000553131104;1755694175.188;1755694175.188
107.0;;1755694173.555;1435.1442057291665;353.4499511718749;2577;Saccade;;;0.0;1755694173.988;1755694173.988
108.0;;1755694173.988;965.1692708333333;661.4138997395833;2590;Saccade;;;0.0;1755694174.555;1755694174.555
109.0;;1755694174.555;1168.1435546874998;271.37036132812494;2608;Saccade;;;0.0;1755694175.322;1755694175.322
;81.0;1755694175.188;1084.562255859375;447.40397135416663;2627;Fixation;1084.9129842122395;456.1145833333333;0.10000014305114746;1755694175.888;1755694175.888
110.0;;1755694175.322;1100.3766276041667;471.73746744791663;2630;Saccade;;;0.0;1755694176.588;1755694176.588
;82.0;1755694175.888;1322.1136067708333;498.86824544270826;2647;Fixation;1322.4847933782498;499.26345185103406;0.6670000553131104;1755694176.822;1755694176.822
111.0;;1755694176.588;1337.8524576822917;484.81274414062494;2668;Saccade;;;0.0;1755694177.788;1755694177.788
;83.0;1755694176.822;1445.6188151041667;490.4405110677083;2675;Fixation;1470.154481327135;476.38090430796296;0.9330000877380371;1755694178.022;1755694178.022
112.0;;1755694177.788;1437.5279947916667;452.05859374999994;2703;Saccade;;;0.0;1755694178.288;1755694178.288
;84.0;1755694178.022;1338.435791015625;414.50472005208326;2711;Fixation;1330.8502705891929;413.9258728027343;0.2330000400543213;1755694178.888;1755694178.888
113.0;;1755694178.288;1328.0009765625;425.1864420572915;2719;Saccade;;;0.0;1755694179.155;1755694179.155
