timestamp;x;y;l_x;l_y;r_x;r_y;pupil_l;pupil_r;event_type;fixation_x;fixation_y;original_gaze_point_duration;fixation_id;saccade_id;start_time;end_time;duration
0.084;1254.6430206298828;707.3959350585936;0.4829969704151153;0.451996237039566;0.490094929933548;0.4912471771240234;3.3378448486328125;3.3696746826171875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.088;1253.6331939697263;683.5021305084227;0.4823267757892608;0.4631161093711853;0.4897004663944244;0.4746542572975158;3.366180419921875;3.3353424072265625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.092;1248.3551025390625;706.0223865509032;0.4836527407169342;0.4583338499069214;0.4876387119293213;0.4902933239936828;3.35601806640625;3.373870849609375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.096;1253.4458160400388;696.7703104019165;0.4819715619087219;0.4594792425632477;0.4896272718906402;0.483868271112442;3.3567657470703125;3.355499267578125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.1;1252.7857208251953;679.975175857544;0.4840025305747986;0.4527677297592163;0.4893694221973419;0.4722049832344055;3.339584350585937;3.319091796875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.104;1249.109420776367;700.4674673080443;0.4836815893650055;0.4507456421852112;0.4879333674907684;0.4864357411861419;3.3382720947265625;3.3648223876953125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.108;1247.8401947021482;718.047308921814;0.482319563627243;0.4600948691368103;0.4874375760555267;0.4986439645290375;3.357162475585937;3.378570556640625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.112;1246.748809814453;706.0856437683105;0.4828152954578399;0.4590001106262207;0.4870112538337707;0.4903372526168823;3.346435546875;3.3545684814453125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.116;1253.184127807617;698.1215858459473;0.4833945631980896;0.4691812098026275;0.4895250499248504;0.4848066568374634;3.376571655273437;3.35235595703125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.12;1251.460189819336;694.469060897827;0.4817782044410705;0.4586735665798187;0.4888516366481781;0.4822701811790466;3.34088134765625;3.340362548828125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.124;1247.7909851074216;706.627492904663;0.4823125004768371;0.4548247158527374;0.4874183535575866;0.4907135367393493;3.339218139648437;3.35931396484375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.128;1249.0425109863281;705.2746295928954;0.4816643595695495;0.4634560644626617;0.4879072308540344;0.4897740483283996;3.366683959960937;3.3589324951171875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.132;1253.7934112548828;701.029486656189;0.4837104678153991;0.4722668826580047;0.4897630512714386;0.4868260324001312;3.3826446533203125;3.3363494873046875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.136;1247.8189849853513;721.2230014801025;0.4839580953121185;0.4697522521018982;0.4874292910099029;0.5008493065834045;3.37481689453125;3.3720703125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.14;1254.5446014404295;714.4266271591187;0.4850765466690063;0.461872398853302;0.4900564849376678;0.4961296021938324;3.365814208984375;3.357330322265625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.144;1241.9294738769531;721.431827545166;0.48294597864151;0.4660910367965698;0.4851287007331848;0.5009943246841431;3.374374389648437;3.3936309814453125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.148;1256.9020843505857;704.9898433685303;0.4829526841640472;0.4566718339920044;0.4909773766994476;0.4895762801170349;3.345077514648437;3.34124755859375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.152;1250.138473510742;707.660937309265;0.4824153184890747;0.4736181795597076;0.4883353412151336;0.4914312064647674;3.38720703125;3.361541748046875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.156;1245.2936553955076;708.159441947937;0.4821923375129699;0.4552507698535919;0.4864428341388702;0.4917773902416229;3.326690673828125;3.371078491210937;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.16;1245.9565734863281;723.8168048858643;0.4818736016750335;0.454273372888565;0.4867017865180969;0.5026505589485168;3.329345703125;3.39056396484375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.164;1254.2103576660154;690.2957582473755;0.4822947978973388;0.4605670571327209;0.4899259209632873;0.4793720543384552;3.3460235595703125;3.2981719970703125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.168;1248.1466674804688;700.8587694168091;0.4816895127296448;0.4668683111667633;0.4875572919845581;0.486707478761673;3.331634521484375;3.3273468017578125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.172;1252.1727752685547;718.9844512939453;0.4815668761730194;0.4617391228675842;0.4891299903392792;0.4992947578430176;3.3385009765625;3.376449584960937;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.176;1251.2905120849607;672.4413013458251;0.4810982346534729;0.4598198235034942;0.4887853562831878;0.4669731259346008;3.33477783203125;3.2738037109375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.18;1251.1889648437498;696.3605117797852;0.4818095564842224;0.4624488353729248;0.4887456893920898;0.4835836887359619;3.327239990234375;3.3092193603515625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.184;1249.1413879394531;693.7904834747314;0.4840121865272522;0.4710898995399475;0.4879458546638489;0.4817989468574524;3.363677978515625;3.2994384765625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.188;1247.831802368164;702.9235982894896;0.4842429757118225;0.4636749923229217;0.4874342978000641;0.4881413877010345;3.349151611328125;3.3328094482421875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.192;1243.6389923095703;718.3590459823608;0.4815099537372589;0.4718959629535675;0.4857964813709259;0.4988604485988617;3.36126708984375;3.358856201171875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.196;1245.0714874267576;689.7732210159302;0.4833440780639648;0.4740696847438812;0.4863560497760772;0.4790091812610626;3.37774658203125;3.3209991455078125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.2;1246.3578033447266;678.5757064819336;0.4837309718132019;0.4699921309947967;0.4868585169315338;0.4712331295013428;3.359832763671875;3.2819061279296875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.204;1247.7545928955076;695.3819561004639;0.4825923442840576;0.4737602472305298;0.4874041378498077;0.4829041361808777;3.369003295898437;3.31048583984375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.208;1240.8851623535154;715.6177854537963;0.4836559295654297;0.473602831363678;0.484720766544342;0.4969567954540252;3.371444702148437;3.35321044921875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.212;1245.8271789550781;702.2434759140014;0.4824561476707458;0.4748744964599609;0.4866512417793274;0.4876690804958343;3.3744659423828125;3.326446533203125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.216;1243.6550903320312;699.2736482620238;0.480372667312622;0.4732284247875213;0.4858027696609497;0.485606700181961;3.3574981689453125;3.3131866455078125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.22;1246.5336608886716;689.3878841400146;0.48211470246315;0.4709234237670898;0.4869272112846374;0.4787415862083435;3.3731231689453125;3.3144989013671875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.224;1242.109375;697.0625638961792;0.4826166033744812;0.4699421525001526;0.485198974609375;0.4840712249279022;3.367340087890625;3.3090362548828125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.228;1243.6550903320312;692.870635986328;0.4813316762447357;0.4688994586467743;0.4858027696609497;0.4811601638793945;3.3676300048828125;3.319198608398437;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.232;1237.769546508789;712.5730705261229;0.4805042743682861;0.4752098321914673;0.4835037291049957;0.4948424100875854;3.369598388671875;3.3325958251953125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.236;1245.6050109863281;710.1405000686646;0.4798174202442169;0.4695092737674713;0.4865644574165344;0.4931531250476837;3.3624725341796875;3.335784912109375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.24;1244.5959472656248;686.3372468948364;0.4808871150016784;0.460654616355896;0.4861702919006347;0.4766230881214142;3.346054077148437;3.307357788085937;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.244;1239.4144439697263;721.2984466552734;0.4804165363311767;0.4678641259670257;0.4841462671756744;0.5009016990661621;3.359725952148437;3.3676910400390625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.248;1240.1236724853513;690.8035326004028;0.476793110370636;0.4693892002105713;0.4844233095645904;0.4797246754169464;3.364608764648437;3.31573486328125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.252;1243.1498718261719;675.2839708328247;0.4782559275627136;0.4609066843986511;0.4856054186820984;0.4689472019672394;3.3715972900390625;3.28961181640625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.256;1237.8610229492188;700.87082862854;0.4800229370594024;0.4629200398921966;0.4835394620895386;0.4867158532142639;3.3660430908203125;3.32806396484375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.26;1246.8351745605469;696.3772058486938;0.4804092347621918;0.4790689349174499;0.4870449900627136;0.4835952818393707;3.416000366210937;3.3072509765625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.264;1244.3448638916013;684.6489572525023;0.476959079504013;0.4662574529647827;0.4860722124576568;0.4754506647586822;3.3887939453125;3.292083740234375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.268;1244.0518951416016;687.1990728378296;0.4776858389377594;0.4754166603088379;0.4859577715396881;0.4772215783596039;3.39031982421875;3.293853759765625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.272;1241.03157043457;679.0297937393188;0.4791997373104095;0.476371556520462;0.484777957201004;0.471548467874527;3.411346435546875;3.2809600830078125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.276;1251.6000366210935;695.1678085327148;0.4778662919998169;0.456405758857727;0.4889062643051147;0.4827554225921631;3.3590240478515625;3.3137359619140625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.28;1240.876998901367;681.2509202957152;0.4791708886623382;0.4714559912681579;0.4847175776958465;0.4730909168720245;3.38134765625;3.29833984375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.284;1242.4903869628904;699.6547794342041;0.4771897196769714;0.4599719643592834;0.4853478074073791;0.4858713746070862;3.3678741455078125;3.304428100585937;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.288;1249.9305725097656;674.6707534790039;0.4790862798690796;0.468421071767807;0.4882541298866272;0.4685213565826416;3.395782470703125;3.27069091796875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.292;1245.8796691894531;696.1453771591187;0.4765271842479706;0.4685457646846771;0.4866717457771301;0.4834342896938324;3.40252685546875;3.31536865234375;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.296;1248.8313293457031;703.6021327972412;0.4823189377784729;0.4733397364616394;0.4878247380256653;0.4886125922203064;3.397552490234375;3.3141021728515625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.3;1241.226119995117;710.7199001312256;0.4799501895904541;0.4674181044101715;0.4848539531230926;0.49355548620224;3.3841552734375;3.3447265625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.304;1245.6091308593748;706.1643075942992;0.4816084504127502;0.4757207334041595;0.4865660667419433;0.4903918802738189;3.419662475585937;3.3201904296875;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.308;1244.886779785156;686.8633460998534;0.482270210981369;0.4657868146896362;0.4862838983535766;0.4769884347915649;3.39117431640625;3.2984161376953125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.312;1243.726577758789;672.8705835342406;0.4813360273838043;0.4645314216613769;0.485830694437027;0.4672712385654449;3.40350341796875;3.272369384765625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.316;1245.7613372802734;675.2330732345581;0.4784444272518158;0.4748339354991913;0.4866255223751068;0.4689118564128876;3.414337158203125;3.287094116210937;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.32;1250.4586029052732;699.2136955261229;0.4802214503288269;0.4690689444541931;0.4884603917598724;0.4855650663375854;3.3886871337890625;3.3076934814453125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.324;1243.9495086669922;690.055775642395;0.4823243021965027;0.4625499546527862;0.4859177768230438;0.4792053997516632;3.37225341796875;3.3106231689453125;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.328;1254.8130798339841;681.260962486267;0.4850867688655853;0.4609187841415405;0.4901613593101501;0.4730978906154632;3.38385009765625;3.283798217773437;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.332;1273.6576843261719;672.7180624008179;0.4900194704532623;0.4419471025466919;0.4975225329399109;0.4671653211116791;3.3900146484375;3.299957275390625;Fixation;1251.6286695571173;700.3367481912885;0.332;1.0;;0.0;0.332;0.332
0.336;1312.2053527832031;657.7793598175049;0.498482197523117;0.4345851838588714;0.5125802159309387;0.4567912220954895;3.38446044921875;3.3082733154296875;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.34;1334.2718505859375;655.2612590789795;0.5081706047058105;0.4297252595424652;0.5211999416351318;0.4550425410270691;3.373504638671875;3.29339599609375;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.344;1334.2060852050781;657.5687313079834;0.5132119059562683;0.4274145364761352;0.5211742520332336;0.4566449522972107;3.385894775390625;3.3004302978515625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.348;1327.6651000976562;663.4338855743407;0.5124656558036804;0.4196423292160034;0.518619179725647;0.4607179760932922;3.388092041015625;3.3065643310546875;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.352;1340.3538513183594;655.9983730316161;0.515893816947937;0.4217943549156189;0.5235757231712341;0.4555544257164001;3.3896942138671875;3.2955780029296875;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.356;1344.8394775390625;656.9288206100463;0.5182406306266785;0.4243806302547455;0.5253279209136963;0.4562005698680877;3.3880157470703125;3.2940826416015625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.36;1343.4188842773438;651.603455543518;0.5191766619682312;0.4150905311107635;0.5247730016708374;0.4525023996829986;3.3841705322265625;3.281219482421875;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.364;1333.5736083984375;661.3622760772705;0.5177235007286072;0.423432856798172;0.5209271907806396;0.4592793583869934;3.4001007080078125;3.3014678955078125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.368;1337.9782104492188;661.1658525466919;0.5183539986610413;0.421787291765213;0.5226477384567261;0.4591429531574249;3.3909149169921875;3.29345703125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.372;1338.5737609863281;658.5204219818115;0.515996515750885;0.4235707521438598;0.5228803753852844;0.4573058485984802;3.3836669921875;3.2714385986328125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.376;1333.9700317382812;653.2883548736571;0.515760064125061;0.4199532866477966;0.5210820436477661;0.4536724686622619;3.372100830078125;3.294174194335937;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.38;1337.7717590332031;659.5028400421141;0.518927276134491;0.4299173951148987;0.522567093372345;0.4579880833625793;3.3962554931640625;3.313018798828125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.384;1329.6391296386719;653.387017250061;0.5198909640312195;0.4278518557548523;0.5193902850151062;0.4537409842014313;3.416015625;3.2971649169921875;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.388;1339.6424865722656;664.307427406311;0.5192476511001587;0.4286757409572601;0.5232978463172913;0.4613246023654938;3.39739990234375;3.302154541015625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.392;1339.4342041015625;664.154863357544;0.5211716890335083;0.4277472794055938;0.5232164859771729;0.4612186551094055;3.3912353515625;3.3018951416015625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.396;1338.5826110839844;660.5646514892578;0.5198467373847961;0.428054928779602;0.5228838324546814;0.4587254524230957;3.400009155273437;3.3027496337890625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.4;1343.9002990722656;664.7717285156249;0.5208460688591003;0.4244679808616638;0.5249610543251038;0.4616470336914062;3.3888702392578125;3.2955322265625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.404;1349.6466064453125;650.8856534957885;0.5199993848800659;0.4251620471477508;0.5272057056427002;0.452003926038742;3.379913330078125;3.276519775390625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.408;1342.9446411132812;655.2579975128174;0.5209905505180359;0.4322245121002197;0.5245877504348755;0.4550402760505676;3.398056030273437;3.2808380126953125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.412;1345.1315307617188;653.5718536376953;0.5196472406387329;0.4304725527763366;0.5254420042037964;0.4538693428039551;3.381591796875;3.278564453125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.416;1339.5526123046875;659.3236684799194;0.5209247469902039;0.4271135926246643;0.5232627391815186;0.4578636586666107;3.392242431640625;3.300872802734375;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.42;1338.3244323730469;656.0088443756102;0.5213751196861267;0.4283073842525482;0.5227829813957214;0.4555616974830627;3.389251708984375;3.2863006591796875;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.424;1349.5223999023438;649.6222686767578;0.5209277272224426;0.4276295006275177;0.527157187461853;0.4511265754699707;3.3558502197265625;3.279281616210937;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.428;1345.6361389160156;652.3528861999512;0.5206084847450256;0.4243969619274139;0.5256391167640686;0.453022837638855;3.3648834228515625;3.285308837890625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.432;1340.2978515625;653.3127737045287;0.5197746753692627;0.4278668165206909;0.5235538482666016;0.4536894261837005;3.383941650390625;3.280731201171875;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.436;1341.7939758300781;650.5400133132933;0.5192347168922424;0.42845219373703;0.5241382718086243;0.4517638981342315;3.3736724853515625;3.271713256835937;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.44;1345.7615661621094;647.7253246307373;0.5223431587219238;0.4329698979854584;0.525688111782074;0.4498092532157898;3.3822174072265625;3.2805633544921875;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.444;1337.3332214355469;636.638445854187;0.5219849944114685;0.4317381680011749;0.5223957896232605;0.4421100318431854;3.377105712890625;3.26495361328125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.448;1345.7810974121094;640.0769090652465;0.5189504027366638;0.4293836951255798;0.5256957411766052;0.4444978535175323;3.367828369140625;3.2663726806640625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.452;1346.3591003417969;638.4728622436522;0.5197295546531677;0.4295498430728912;0.5259215235710144;0.4433839321136474;3.37481689453125;3.2694091796875;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.456;1340.4194641113281;634.4285631179808;0.5205168128013611;0.4327977895736694;0.5236013531684875;0.4405753910541534;3.364501953125;3.279541015625;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.46;1339.6321105957031;639.2489862442015;0.518616795539856;0.4366446435451507;0.5232937932014465;0.4439229071140289;3.37200927734375;3.2713165283203125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.464;1342.8263854980469;629.5781421661376;0.5199683308601379;0.43271404504776;0.5245415568351746;0.4372070431709289;3.364654541015625;3.257171630859375;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.468;1343.7348937988281;639.1459894180297;0.5213295817375183;0.4306494891643524;0.5248964428901672;0.4438513815402984;3.3532257080078125;3.26837158203125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
0.472;1348.5076904296875;635.1901388168335;0.5189839601516724;0.4335465729236603;0.5267608165740967;0.4411042630672455;3.3431854248046875;3.256378173828125;Fixation;1335.5088936569343;627.0759057998657;0.464;2.0;;0.336;0.8;0.464
