timestamp,x,y,l_x,l_y,r_x,r_y,pupil_l,pupil_r
0.0,0.4995276629924774,0.43540269136428833,0.49405592679977417,0.47618502378463745,0.4995276629924774,0.43540269136428833,3.1670989990234375,2.96087646484375
4.0,0.49577435851097107,0.4531283974647522,0.49786263704299927,0.48413559794425964,0.49577435851097107,0.4531283974647522,3.136993408203125,2.9669036865234375
8.0,0.5011975765228271,0.47155335545539856,0.4957561790943146,0.495566725730896,0.5011975765228271,0.47155335545539856,3.18072509765625,2.9821624755859375
12.0,0.49481338262557983,0.4686059355735779,0.4962305724620819,0.4919991195201874,0.49481338262557983,0.4686059355735779,3.18707275390625,2.98388671875
16.0,0.5001798272132874,0.4423481822013855,0.4966067373752594,0.5047910213470459,0.5001798272132874,0.4423481822013855,3.1702880859375,2.9742584228515625
20.0,0.5000832080841064,0.4569300413131714,0.4983068108558655,0.5042609572410583,0.5000832080841064,0.4569300413131714,3.17901611328125,2.9584197998046875
24.0,0.49703434109687805,0.4713003933429718,0.4962404668331146,0.5068522095680237,0.49703434109687805,0.4713003933429718,3.1618499755859375,2.99053955078125
28.0,0.4982784390449524,0.48221102356910706,0.4975775182247162,0.5025060772895813,0.4982784390449524,0.48221102356910706,3.1450347900390625,3.0110626220703125
32.0,0.49937883019447327,0.47892796993255615,0.4997895359992981,0.524169385433197,0.49937883019447327,0.47892796993255615,3.149688720703125,2.991546630859375
36.0,0.4963391423225403,0.4961528778076172,0.5017629861831665,0.5086922645568848,0.4963391423225403,0.4961528778076172,3.1455078125,3.0194549560546875
40.0,0.4985794126987457,0.48801806569099426,0.499272882938385,0.49177494645118713,0.4985794126987457,0.48801806569099426,3.1157989501953125,3.0407562255859375
44.0,0.49714431166648865,0.4627533257007599,0.49868717789649963,0.5104779601097107,0.49714431166648865,0.4627533257007599,3.147247314453125,2.961456298828125
48.0,0.49776655435562134,0.4757310748100281,0.5007914304733276,0.5135477185249329,0.49776655435562134,0.4757310748100281,3.1475830078125,2.9991455078125
52.0,0.4985477328300476,0.47730138897895813,0.501693844795227,0.5224069356918335,0.4985477328300476,0.47730138897895813,3.1380157470703125,2.9754180908203125
56.0,0.49450036883354187,0.5108364820480347,0.4997808039188385,0.5142173171043396,0.49450036883354187,0.5108364820480347,3.1562042236328125,3.03656005859375
60.0,0.4932079017162323,0.4691307544708252,0.5009185075759888,0.5416877269744873,0.4932079017162323,0.4691307544708252,3.157989501953125,2.9517364501953125
64.0,0.49475693702697754,0.5152364373207092,0.5000526309013367,0.4954134225845337,0.49475693702697754,0.5152364373207092,3.10467529296875,3.0567779541015625
68.0,0.4967951476573944,0.4910993278026581,0.4999169409275055,0.5144421458244324,0.4967951476573944,0.4910993278026581,3.1191253662109375,2.9917449951171875
72.0,0.4943036735057831,0.4944925904273987,0.49805182218551636,0.5402507185935974,0.4943036735057831,0.4944925904273987,3.1454315185546875,3.003692626953125
76.0,0.49383780360221863,0.49677860736846924,0.499321848154068,0.5245076417922974,0.49383780360221863,0.49677860736846924,3.1601715087890625,3.008514404296875
80.0,0.4944380521774292,0.499889075756073,0.5009879469871521,0.5309138894081116,0.4944380521774292,0.499889075756073,3.14031982421875,3.0119476318359375
84.0,0.49490538239479065,0.4953022003173828,0.50144362449646,0.5189652442932129,0.49490538239479065,0.4953022003173828,3.1524810791015625,3.000885009765625
