timestamp;x;y;video_frame_count;event_type;fixation_x;fixation_y;event_duration;fixation_id;saccade_id;start_time;end_time
63433.333333333336;1618.9153645833333;483.04589843749994;1318;Saccade;;;466.6666666666715;;70.0;63133.333333333336;63600.00000000001
63466.66666666667;1605.56787109375;506.0575358072915;1319;Saccade;;;466.6666666666715;;70.0;63133.333333333336;63600.00000000001
63500.00000000001;1523.7097981770833;546.5104166666666;1320;Saccade;;;466.6666666666715;;70.0;63133.333333333336;63600.00000000001
63533.333333333336;1532.1793619791665;584.7699381510416;1320;Saccade;;;466.6666666666715;;70.0;63133.333333333336;63600.00000000001
63566.66666666667;1436.5372721354165;487.73510742187494;1322;Saccade;;;466.6666666666715;;70.0;63133.333333333336;63600.00000000001
63600.00000000001;0.0;1440.0;1323;Saccade;;;466.6666666666715;;70.0;63133.333333333336;63600.00000000001
63633.333333333336;1136.8095703125;306.55851236979163;1324;Fixation;1161.9650181361606;332.0079985119047;200.0;121.0;;63633.333333333336;63833.333333333336
63666.66666666667;1139.235107421875;305.50333658854163;1325;Fixation;1161.9650181361606;332.0079985119047;200.0;121.0;;63633.333333333336;63833.333333333336
63700.00000000001;1152.3946126302083;320.17594401041663;1326;Fixation;1161.9650181361606;332.0079985119047;200.0;121.0;;63633.333333333336;63833.333333333336
63733.333333333336;1158.0015462239583;333.23624674479163;1327;Fixation;1161.9650181361606;332.0079985119047;200.0;121.0;;63633.333333333336;63833.333333333336
63766.66666666667;1169.908203125;341.4226888020833;1327;Fixation;1161.9650181361606;332.0079985119047;200.0;121.0;;63633.333333333336;63833.333333333336
63800.00000000001;1179.8263346354165;353.72631835937494;1329;Fixation;1161.9650181361606;332.0079985119047;200.0;121.0;;63633.333333333336;63833.333333333336
63833.333333333336;1197.5797526041667;363.43294270833326;1329;Fixation;1161.9650181361606;332.0079985119047;200.0;121.0;;63633.333333333336;63833.333333333336
63866.66666666667;1206.1195475260415;370.2420247395833;1331;Saccade;;;0.0;;71.0;63866.66666666667;63866.66666666667
63900.00000000001;1073.5486653645833;318.43253580729146;1331;Fixation;1085.879679361979;310.2916463216145;100.0;122.0;;63900.00000000001;64000.00000000001
63933.333333333336;1075.8240559895833;313.4521484375;1331;Fixation;1085.879679361979;310.2916463216145;100.0;122.0;;63900.00000000001;64000.00000000001
63966.66666666667;1089.646484375;306.85400390625006;1333;Fixation;1085.879679361979;310.2916463216145;100.0;122.0;;63900.00000000001;64000.00000000001
64000.00000000001;1104.49951171875;302.42789713541663;1335;Fixation;1085.879679361979;310.2916463216145;100.0;122.0;;63900.00000000001;64000.00000000001
64033.333333333336;0.0;1440.0;1336;Fixation;0.0;1440.0;100.0;123.0;;64033.333333333336;64133.333333333336
64066.66666666667;0.0;1440.0;1337;Fixation;0.0;1440.0;100.0;123.0;;64033.333333333336;64133.333333333336
64100.00000000001;0.0;1440.0;1338;Fixation;0.0;1440.0;100.0;123.0;;64033.333333333336;64133.333333333336
64133.333333333336;0.0;1440.0;1338;Fixation;0.0;1440.0;100.0;123.0;;64033.333333333336;64133.333333333336
64166.66666666667;999.3111979166666;460.3655598958332;1340;Fixation;1019.4875669126156;432.8324833622685;266.66666666666424;124.0;;64166.66666666667;64433.333333333336
64200.00000000001;1012.9263509114583;453.58764648437506;1341;Fixation;1019.4875669126156;432.8324833622685;266.66666666666424;124.0;;64166.66666666667;64433.333333333336
64233.333333333336;1019.0205078125;446.49861653645826;1343;Fixation;1019.4875669126156;432.8324833622685;266.66666666666424;124.0;;64166.66666666667;64433.333333333336
64266.66666666667;1018.310546875;442.4757486979166;1343;Fixation;1019.4875669126156;432.8324833622685;266.66666666666424;124.0;;64166.66666666667;64433.333333333336
64300.00000000001;1012.9085286458333;429.4919433593749;1343;Fixation;1019.4875669126156;432.8324833622685;266.66666666666424;124.0;;64166.66666666667;64433.333333333336
64333.333333333336;1022.578125;424.2808430989583;1345;Fixation;1019.4875669126156;432.8324833622685;266.66666666666424;124.0;;64166.66666666667;64433.333333333336
64366.66666666667;1023.6148274739584;419.0433756510416;1346;Fixation;1019.4875669126156;432.8324833622685;266.66666666666424;124.0;;64166.66666666667;64433.333333333336
64400.00000000001;1036.2051595052083;418.8181966145833;1346;Fixation;1019.4875669126156;432.8324833622685;266.66666666666424;124.0;;64166.66666666667;64433.333333333336
64433.333333333336;1030.5128580729165;400.930419921875;1348;Fixation;1019.4875669126156;432.8324833622685;266.66666666666424;124.0;;64166.66666666667;64433.333333333336
64466.66666666667;0.0;1440.0;1348;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64500.00000000001;0.0;1440.0;1349;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64533.333333333336;0.0;1440.0;1349;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64566.66666666667;0.0;1440.0;1350;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64600.00000000001;0.0;1440.0;1350;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64633.333333333336;0.0;1440.0;1352;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64666.66666666667;0.0;1440.0;1353;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64700.00000000001;0.0;1440.0;1353;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64733.333333333336;0.0;1440.0;1355;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64766.66666666667;0.0;1440.0;1357;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64800.00000000001;0.0;1440.0;1358;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64833.333333333336;0.0;1440.0;1359;Fixation;0.0;1440.0;366.66666666666424;125.0;;64466.66666666667;64833.333333333336
64866.66666666667;1260.587158203125;313.90633138020826;1360;Saccade;;;33.33333333333576;;72.0;64866.66666666667;64900.00000000001
64900.00000000001;1274.3824869791665;313.50781249999994;1361;Saccade;;;33.33333333333576;;72.0;64866.66666666667;64900.00000000001
64933.333333333336;1069.1400553385415;242.55485026041657;1361;Fixation;1089.4685736762153;264.47230360243043;166.66666666667152;126.0;;64933.333333333336;65100.00000000001
64966.66666666667;1071.1541341145833;250.63850911458326;1362;Fixation;1089.4685736762153;264.47230360243043;166.66666666667152;126.0;;64933.333333333336;65100.00000000001
65000.00000000001;1076.0491536458333;251.23518880208323;1363;Fixation;1089.4685736762153;264.47230360243043;166.66666666667152;126.0;;64933.333333333336;65100.00000000001
65033.333333333336;1087.7301432291667;266.88126627604163;1364;Fixation;1089.4685736762153;264.47230360243043;166.66666666667152;126.0;;64933.333333333336;65100.00000000001
65066.66666666667;1106.8017578125;280.9344889322915;1364;Fixation;1089.4685736762153;264.47230360243043;166.66666666667152;126.0;;64933.333333333336;65100.00000000001
65100.00000000001;1125.9361979166667;294.5895182291666;1366;Fixation;1089.4685736762153;264.47230360243043;166.66666666667152;126.0;;64933.333333333336;65100.00000000001
